keyword,title,creator,abstract,date,subject,publisher,id
vie de saint,"Vie de Saint Roch tirée de la ""Vie des saints"", d'après les plus anciennes éditions, suivie de deux prières / par A. Dumoulin","Dumoulin, A.. Auteur du texte",Avec mode texte,1866,"Roch, Saint",impr. J. Duval (Montreuil),https://gallica.bnf.fr/ark:/12148/bpt6k6349314w
vie de saint,"Vie de saint Julien et des autres confesseurs pontifes, ses successeurs, traduction des manuscrits de l'église du Mans, inédits ou publiés par les Bollandistes, D. Mabillon, Baluze, etc. ; par M. l'abbé A. Voisin,...","Voisin, Auguste (pseud. le Marin de Tyr, Abbé). Auteur du texte",Appartient à l’ensemble documentaire : PaysLoir1,1844,"Julien, Saint",A. Lanier (Le Mans),https://gallica.bnf.fr/ark:/12148/bpt6k5722781q
vie de saint,"Vie de Saint-Pavace, évêque du Mans : patron spécial de la ville de Château-Renard (diocèse d'Orléans)",,Avec mode texte,1890,"Pavace, Saint",impr. de Sainte-Alpais (Cudot-Sainte-Alpais (Yonne)),https://gallica.bnf.fr/ark:/12148/bpt6k9738941v
vie de saint,"Vie de saint Armel / par l'abbé Cruchet,...","Cruchet, Narcisse (Chanoine). Auteur du texte",Contient une table des matières,1882,"Armel, Saint",Impr. de Mame et fils (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k5473609m
vie de saint,Vie de saint Walfroy ; et Notice sur saint-Géry...,,Appartient à l’ensemble documentaire : ChArdenn1,1865,"Walfroy, Saint",impr. de A. Pouillard (Charleville),https://gallica.bnf.fr/ark:/12148/bpt6k6328216h
vie de saint,"Vie de saint Anthelme, VIIe prieur de la Grande-Chartreuse, 1er général de l'ordre, évêque de Belley / par M. l'abbé A. Marchal,...","Marchal, Auguste (évêque de Sinope, Mgr). Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1878,Anthelme de Chignin (1107-1178 ; saint),Lecoffre fils (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k64579729
vie de saint,"Vie de Saint Patrocle, fondateur de Colombier , par M. P. C., curé de Colombier. (13 janvier 1870.)",,Appartient à l’ensemble documentaire : Auvergn1,1871,"Patrocle, Saint","Impr. de Ducroux, etc. (Moulins)",https://gallica.bnf.fr/ark:/12148/bpt6k63772637
vie de saint,"La vie de saint Vincent de Paul : instituteur de la Congrégation de la Mission et des Filles de la Charité / d'après Collet,...","Collet, Pierre (1693-1770). Auteur du texte",Collection : Bibliothèque chrétienne et morale. 1e série,1869,Vincent de Paul (1581-1660 ; saint),(Limoges),https://gallica.bnf.fr/ark:/12148/bpt6k63164933
vie de saint,"Vie de saint Vincent de Paul . Nouvelle édition, avec des notes",,Avec mode texte,1818,"Vincent de Paul, Saint",J. Bouchony (Orange),https://gallica.bnf.fr/ark:/12148/bpt6k63163411
vie de saint,"Vie de Saint Armel confesseur patron de la Bretagne et de la paroisse de Beaumont la Ronce / par M. l'abbé Janvier,...","Janvier, Pierre (1817-1888). Auteur du texte",Appartient à l’ensemble documentaire : Bretagn1,1868,"Armel, Saint",impr. de J. Bouserez (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k63558708
vie de saint,"La vie de saint Mayeul, abbé de Cluni, et patron de la ville de Valensole ; précédée d'une dissertation sur le lieu de sa naissance, et suivie d'une hymne à son honneur, etc.","Giraud, J. (Abbé). Auteur du texte",Contient une table des matières,1821,Maïeul (090.-0994 ; saint),(Avignon),https://gallica.bnf.fr/ark:/12148/bpt6k5625682g
vie de saint,Vie de Saint-Vincent de Paul / par Jean Morel,"Morel, Jean (18..-19.. ; hagiographe). Auteur du texte",Contient une table des matières,1890,Vincent de Paul (1581-1660 ; saint),(Tours),https://gallica.bnf.fr/ark:/12148/bpt6k6488638c
vie de saint,"Vie de Saint Louis, évêque de Toulouse et patron de la ville de Brignoles / par M. l'abbé Hermitte,...","Hermitte, Abbé. Auteur du texte",Appartient à l’ensemble documentaire : MidiPyren1,1876,"Louis, Saint",impr. de A. Vian (Brignoles),https://gallica.bnf.fr/ark:/12148/bpt6k6458024f
vie de saint,"Vie de saint Hilaire : évêque de Poitiers, docteur et Père de l'église / par M. l'abbé Paul Barbier,...","Barbier, Paul (1858-1944). Auteur du texte",Appartient à l’ensemble documentaire : PoitouCh1,1887,Hilaire (0315?-0367? ; saint),(Paris),https://gallica.bnf.fr/ark:/12148/bpt6k65315023
vie de saint,"Vie de saint Roch, patron spécial contre les maladies contagieuses ; par l'abbé Decorne","Decorne, S. (Chanoine). Auteur du texte; Decorne, Abbé. Auteur du texte",Appartient à l’ensemble documentaire : NordPdeC1,1867,"Roch, Saint",impr. de Béhague (Lille),https://gallica.bnf.fr/ark:/12148/bpt6k6349066k
vie de saint,"Vie de saint Julien,...",,Appartient à l’ensemble documentaire : MidiPyren1,1861,,"Impr. de Troyes, ouvriers réunis (Toulouse)",https://gallica.bnf.fr/ark:/12148/bpt6k5617505p
vie de saint,"Vie de saint Rambert, soldat et martyr au VIIe siècle,... Par F.-Z. Collombet","Collombet, François-Zénon (1808-1853). Auteur du texte",Avec mode texte,1851,"Rambert, Saint",impr. de L. Boitel (Lyon),https://gallica.bnf.fr/ark:/12148/bpt6k58086185
vie de saint,Vie de saint Thomas d'Aquin / par Mme Desmousseaux de Givré,"Desmousseaux de Givré, Madame Émilien (1836-1913). Auteur du texte",Avertissement aux lecteurs 01,1888,Thomas d'Aquin (1225?-1274 ; saint),Retaux-Bray (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k871699z
vie de saint,"Vie de saint Savin, anachorète du Lavedan ; par J. Abbadie,...","Abbadie, Joseph (18..-19.. ; curé de Saint Savin Abbé). Auteur du texte",Appartient à l’ensemble documentaire : MidiPyren1,1857,Savin de Lavedan (04..?-05..? ; saint),(Tarbes),https://gallica.bnf.fr/ark:/12148/bpt6k57877029
vie de saint,"Vie de saint Nicolas, patron de la jeunesse et de la Lorraine (Nouvelle édition) / par l'abbé Jules Laroche","Laroche, Jules (1840?-1907). Auteur du texte",Avec mode texte,1893,Nicolas (02..-03.. ; saint),Bloud et Barral (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k11588357
vie de saint,"L'église Saint-Eugène à Paris : vues et description ; accompagnées d'Un abrégé de la vie de saint Eugène, patron de la nouvelle église",Delbrouck (architecte). Auteur du texte,Avec mode texte,1856,,H. Lebrun et Cie (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k63757388
vie de saint,"La vie de saint Pierre II, archevêque de Tarentaise / par M. l'abbé Chevray,...","Chevray, Jacques-Marie (Chanoine). Auteur du texte",Appartient à l’ensemble documentaire : RhoneAlp1,1841,"Pierre de Tarentaise, Saint",impr. de Simon (Baume),https://gallica.bnf.fr/ark:/12148/bpt6k6578770w
vie de saint,"Vie de saint Augustin / par le P. Antonin Tonna-Barthet,...","Tonna-Barthet, Antonin-Marie (ermite de St Augustin, Le P.). Auteur du texte",Contient une table des matières,1898,Augustin (0354-0430 ; saint),(Lille),https://gallica.bnf.fr/ark:/12148/bpt6k97588731
vie de saint,"Vie de Saint Jean-Baptiste de La Salle, fondateur des Frères des Ecoles chrétiennes / d'après M. l'abbé Jean-Baptiste Blain","Blain, Jean-Baptiste (1675-1751). Auteur du texte",Avec mode texte,1900,"La Salle, Jean-Baptiste de","Desclée, de Brouwer et Cie (Bruges)",https://gallica.bnf.fr/ark:/12148/bpt6k1175075m
vie de saint,"Vie de saint Antoine de Padoue / extraite des oeuvres du T. R. P. Marie-Antoine,...",Marie-Antoine (capucin ; 1825-1907). Auteur du texte,Appartient à l’ensemble documentaire : Limous1,1897,,E. Ardant et Cie (Limoges),https://gallica.bnf.fr/ark:/12148/bpt6k8700925
vie de saint,"Vie de sainte Catherine de Ricci de Florence, religieuse du Tiers-ordre régulier de saint Dominique, au monastère de Saint-Vincent-de-Prato, en Toscane (1522-1590) / par le R. P. Hyacinthe Bayonne,...","Bayonne, Hyacinthe (Le P.). Auteur du texte",Collection : Bibliothèque dominicaine,1873,,Poussielgue frères (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k858605s
vie de saint,"La vie de saint Louis de Gonzague, d'après V. Cepari, son premier historien / par le P. Charles Clair,...","Clair, Charles (1835-1899). Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1891,,Firmin-Didot (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k872231w
vie de saint,"Oeuvres complètes de S. François de Sales,.... Précédée de la vie du saint. Augmentée de l'Esprit de saint François. Et de la biographie de ce dernier. Suivie des oeuvres complètes de sainte de Chantal,.... Tome 1 / par Fr. Pérennes ; par J.-P. Camus,... ; par Mgr Depéry","François de Sales (1567-1622 ; saint). Auteur du texte; Baudry, Louis Joseph de (1778-1854). Auteur du texte; Pérennès, François (1811-1867). Auteur du texte; Marsollier, Jacques (1647-1724). Auteur du texte; Baudry, Louis Joseph de (1778-1854). Auteur du texte; Depéry, Jean-Irénée (1796-1861). Auteur du texte; Camus, Jean-Pierre (1584-1652). Auteur du texte; Jeanne de Chantal (1572-1641 ; sainte). Auteur du texte","Comprend : Vie des principaux ancêtres de saint François de Sales, avec un abrégé de l'histoire du diocèse de Genève ; Vie de saint François de Sales ; L'esprit, la conduite et les maximes de saint François de Sales ; Histoire de la canonisation de saint François de Sales ; Notice sur la vie et les écrits de Jean-Pierre Camus, évêque de Belley ; L'esprit du bienheureux François de Sales ; Oeuvres complètes de sainte Jeanne Françoise de Chantal",1861-1864,,J.-P. Migne (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k9602968k
vie de saint,"Notice sur la vie de saint Eugène, évêque de Tolède, martyrisé à Deuil ; suivie des Cantiques composés en l'honneur du saint","Hurel, Jean Rémy (abbé). Auteur du texte",Comprend : Cantiques en l'honneur de saint Eugène...,1869,Eugène (02..- 0250? ; saint),,https://gallica.bnf.fr/ark:/12148/bpt6k64727961
vie de saint,"La Vie de saint Josse, prince de Bretagne ; par messire Louis Abelly,...","Abelly, Louis (1604-1691). Auteur du texte",Contient une table des matières,1851,"Josse, Saint",Duval (Montreuil),https://gallica.bnf.fr/ark:/12148/bpt6k5612111g
vie de saint,"Vie de saint Roch, avec neuvaine, hymne en deux cantiques notés . (Signé : l'abbé : J.-J. T.)",,Appartient à l’ensemble documentaire : PACA1,1877,"Roch, Saint",Impr. de Malvano (Nice),https://gallica.bnf.fr/ark:/12148/bpt6k64671893
vie de saint,"Vie de saint Jean-de-Dieu, avec l'histoire sommaire de la fondation et du développement de son ordre / par l'abbé L. Saglier,...","Saglier, Louis (1816-1880). Auteur du texte",Contient une table des matières,1877,,E. Plon (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k62103141
vie de saint,Vie de Saint Joseph de Cupertin de l'ordre des Frères mineurs / par Dominique Bernino ; traduit de l'italien par un religieux du même ordre,"Bernini, Domenico (1657-1723). Auteur du texte",Titre original : Vita di San Giuseppe da Copertino,1856,Joseph de Copertino (1603-1663 ; saint),Vve Poussielgue-Rusand (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k322982x
vie de saint,"Vie de saint François Solano, de l'ordre des Frères mineurs, apôtre de l'Amérique méridionale, 1549-1610 / por el P. Fr. Luis G. Alonso Getino,...","Hiral, Ange-Marie (1871-1952). Auteur du texte",Avec mode texte,1906,,"Desclée, de Brouwer et Cie (Lille)",https://gallica.bnf.fr/ark:/12148/bpt6k148453f
vie de saint,"La vie de saint Ignace de Loyola, d'après Pierre Ribadeneira, son premier historien / par le P. Charles Clair,...","Clair, Charles (1835-1899). Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1891,,"E. Plon, Nourrit et Cie (Paris)",https://gallica.bnf.fr/ark:/12148/bpt6k62071392
vie de saint,"Vie de saint Stanislas Kostka (Nouvelle édition) / par l'abbé Gaveau,...","Gaveau, Abel. Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1891,,A. Cattier (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k9371185
vie de saint,"Vie de saint Vincent de Paul, l'an 1660 Par Hubert Lebon","Lebon, Hubert (1806-18..). Auteur du texte",Collection : Bibliothèque des enfants pieux,1857,Vincent de Paul (1581-1660 ; saint),A. Mame et Cie (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k6317342r
vie de saint,"Vie de saint Thibaud de Champagne, suivie d'une notice sur la confrérie érigée en son honneur en l'église de Prauthoy",,Appartient à l’ensemble documentaire : ChArdenn1,1875,Thibault de Provins (1033?-1066 ; saint),(Landres),https://gallica.bnf.fr/ark:/12148/bpt6k6457163k
vie de saint,"Vie de saint Polycarpe, l'ange de l'église de Smyrne et l'apôtre des Gaules, par l'abbé Octave Mirzan,...","Mirzan, Octave (Abbé). Auteur du texte",Appartient à l’ensemble documentaire : PoitouCh1,1893,,"impr. de Blais, Roy et Cie (Poitiers)",https://gallica.bnf.fr/ark:/12148/bpt6k5609767t
vie de saint,"Vie de saint Gengon, patron secondaire de Rémérangles",,Avec mode texte,1887,"Gengon, Saint",D. Pere (Beauvais),https://gallica.bnf.fr/ark:/12148/bpt6k9619332b
vie de saint,Notice historique sur la vie de saint Walfroy. Restauration du pèlerinage. Instructions et prières à l'usage des pèlerins...,,Appartient à l’ensemble documentaire : ChArdenn1,1869,"Walfroy, Saint",(Sedan),https://gallica.bnf.fr/ark:/12148/bpt6k6371417t
vie de saint,"Vie de saint Pierre d'Alcantara, réformateur de l'Ordre des Frères Mineurs en Espagne, et coopérateur de sainte Thérèse dans la réforme des Carmélites / par un membre du Tiers-Ordre de Saint-François","Membre du Tiers-Ordre de Saint-François, Un. Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1860,Pierre d'Alcantara (1499?-1562 ; saint),Mme Ve Poussielgue-Rusand (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k6210438s
vie de saint,"Abrégé de la vie de saint Phebade,...",,Appartient à l’ensemble documentaire : MidiPyren1,1859,"Phebade, Saint",Impr. de A. Chauvin (Toulouse),https://gallica.bnf.fr/ark:/12148/bpt6k57800034
vie de saint,"Vie de saint Vincent de Paul, par J. M. A.,... (15 août 1885.)","Angeli, J.-M.. Auteur du texte",Avec mode texte,1885,Vincent de Paul (1581-1660),librairie catholique internationale de l'oeuvre de Saint-Paul (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k1411240x
vie de saint,"Vie de Saint Vorles, curé de Marcenay patron de Chatillon sur Seine, d'après les imprimés et de nombreux manuscrits précédés d'un aperçu de l'histoire des Gaules, depuis les temps primitifs,...","Joly, J. M. V. (l'abbé). Auteur du texte",Appartient à l’ensemble documentaire : Bourgogn1,1867,,,https://gallica.bnf.fr/ark:/12148/bpt6k63483276
vie de saint,"Vie de saint Dominique et esquisse de l'ordre des Frères-Prêcheurs / traduit de l'anglais par A.-H. Chirat,...",,Contient une table des matières,1867,,H. Casterman (Tournai),https://gallica.bnf.fr/ark:/12148/bpt6k62279223
vie de saint,"Vie de saint François de Sales : évêque et prince de Genève, 1567-1622 / par F. Valentin","Valentin, François (1796-1849). Auteur du texte","Collection : Les petits livres de M. le curé : bibliothèque du presbytère, de la famille et des écoles",1845,François de Sales (1567-1622 ; saint),(Paris),https://gallica.bnf.fr/ark:/12148/bpt6k6369046c
vie de saint,"Vie de saint François de Sales, évêque et prince de Genève, instituteur de l'ordre de la Visitation de Sainte-Marie (Nouvelle édition, revue, notablement abrégée, et augmentée d'une notice sur la translation des reliques de saint François de Sales et de sainte Chantal à Annecy, en 1806 et 1826) / par M. de Marsollier","Marsollier, Jacques (1647-1724). Auteur du texte",Collection : Bibliothèque des écoles chrétiennes,1846,François de Sales (1567-1622 ; saint),(Tours),https://gallica.bnf.fr/ark:/12148/bpt6k5821991q
vie de saint,"Vie de Saint Martin, évêque de Tours / par l'abbé J. Rivière, chanoine prébendé de Nîmes","Rivière, Joseph (1812-1890). Auteur du texte",Avec mode texte,1890,Martin (0316?-0397 ; saint),"Société de Saint-Augustin, Descleé, De Brouwer & Cie (Lille)",https://gallica.bnf.fr/ark:/12148/bd6t53938737h
vie de saint,"Vie de saint François de Sales, évêque et prince de Genève / d'après son neveu, Charles-Auguste de Sales,... ; [publ. par la] Société de Saint Augustin","Sales, Charles-Auguste de (1606-1660). Auteur du texte",Contient une table des matières,1890,François de Sales (1567-1622 ; saint),(Lille),https://gallica.bnf.fr/ark:/12148/bpt6k97389443
vie de saint,Vie de Sainte Geneviève (7e édition) / par D. S.,D. S.. Auteur du texte,Contient une table des matières,1865,Geneviève (042.?-050.? ; sainte),Mame et fils (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k9774189s
vie de saint,"Histoire de saint Roch ; [suivie de la Vie de saint Jean Colombini, fondateur des Jésuates] / par l'abbé J.-F. André,...","André, Jean-François (1809-1881). Auteur du texte",Collection : Galerie des saints,1854,Roch (saint); Jean Colombini (1304-1367 ; saint),L. Devillario (Carpentras),https://gallica.bnf.fr/ark:/12148/bpt6k5813483s
vie de saint,Vie de saint Roch : patron de Trans / par l'abbé J.-M. Sivan,"Sivan, Joseph (Abbé). Auteur du texte",Contient une table des matières,1893,"Roch (saint); Roch, Saint",L. Requin (Brignoles),https://gallica.bnf.fr/ark:/12148/bpt6k6581413x
vie de saint,"La Vie de saint Omer, évêque de Thérouanne... (Signé : L'abbé Van Drival.)","Van Drival, Eugène (1815-1887). Auteur du texte",Appartient à l’ensemble documentaire : NordPdeC1,1852,Omer (0595-0670? ; saint),Berger frères (Boulogne),https://gallica.bnf.fr/ark:/12148/bpt6k56284671
vie de saint,"La vie de saint Gorgon, martyr, avec les prières et oraisons. On célèbre la fête le 9 septembre en l'église de Fréty, diocèse de Reims",,[Vie. Gorgon (saint ; martyr à Nicomédie). 1782],1782,,Docé (Brunhamel),https://gallica.bnf.fr/ark:/12148/bpt6k312562r
vie de saint,"La vie de Saint-Bernard, abbé de Clairvaux",,Appartient à l’ensemble documentaire : Limous1,1870,"Bernard, Saint",Barbou (Limoges),https://gallica.bnf.fr/ark:/12148/bpt6k6373479j
vie de saint,"Vie de saint Vincent de Paul,... : rédigée d'après la Vie du saint (3e édition) / par Collet,...","Collet, Pierre (1693-1770). Auteur du texte",Contient une table des matières,1850,"Vincent de Paul, Saint",L. Lefort (Lille),https://gallica.bnf.fr/ark:/12148/bpt6k6323042r
vie de saint,"Vie de saint Vincent Ferrier : ses prédications, ses miracles, sa canonisation, son culte, son tombeau et ses reliques à Vannes / par M. l'abbé J.-M. Mouillard,...","Mouillard, J.-M. (archiprêtre, vice-président de la Société archéologique du Morbihan, Abbé). Auteur du texte",Appartient à l’ensemble documentaire : Bretagn1,1856,Vincent Ferrier (1350-1419 ; saint),(Vannes),https://gallica.bnf.fr/ark:/12148/bpt6k62124266
vie de saint,"Oeuvres du R. P. Henri-Dominique Lacordaire,.... Vie de saint Dominique","Lacordaire, Henri-Dominique (1802-1861). Auteur du texte",Appartient à l’ensemble documentaire : GTextes1,1872,,Poussielgue frères (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k2026787
vie de saint,La vie de Saint-Just (10e édition) / par Emmanuel Aegerter,"Aegerter, Emmanuel (1883-1945). Auteur du texte",Collection : Vies des hommes illustres ; 38,1929,,(Paris),https://gallica.bnf.fr/ark:/12148/bpt6k4801006h
vie de saint,"Vie de saint Benoît d'Aniane / écrite par St Ardon, son disciple ; traduite du latin, avec notes, par l'abbé Ét. Cassan,...",Ardo Smaragdus (07..-0843). Auteur du texte,Appartient à l’ensemble documentaire : LangRous1,1875,Benoît d'Aniane (0750?-0821 ; saint); Abbaye Saint-Sauveur d'Aniane -- Histoire,F. Seguin (Montpellier),https://gallica.bnf.fr/ark:/12148/bpt6k6544996r
vie de saint,Vie de saint Venance : évêque de Viviers... / par un prêtre du diocèse... (l'abbé B.....),Abbé B...... Auteur du texte,Contient une table des matières,1858,"Venance, Saint",M. Aurel (Valence),https://gallica.bnf.fr/ark:/12148/bpt6k63221844
vie de saint,"Ermitage et vie de saint Valbert, troisième abbé de Luxeuil, avec un abrégé de l'histoire de cette ville, par l'abbé J.-B. Clerc,... 3e édition...","Clerc, Jean-Baptiste (Abbé). Auteur du texte",Avec mode texte,1860,,Périsse frères (Paris),https://gallica.bnf.fr/ark:/12148/bd6t541966399
vie de saint,"Vie de saint Hugues, abbé de Cluny, 1024-1109 / par le R. P. dom A. L'Huillier,...","L'Huillier, Albert (1852-1928). Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1888,Hugues de Cluny (1024-1109 ; saint),impr. Saint-Pierre (Solesmes (Sarthe)),https://gallica.bnf.fr/ark:/12148/bpt6k96036149
vie de saint,"Vie de Saint Vincent de Paul, instituteur de la Congrégation de la mission, et des Filles de la charité . Par M. Collet,... Nouvelle édition revue avec le plus grand soin","Collet, Pierre (1693-1770). Auteur du texte",Avec mode texte,1804,,vve Nyon (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k9771696q
vie de saint,"Vie de saint Antoine le Grand, patriarche des cénobites / par M. l'abbé A. Verger,...","Verger, Athanase. Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1890,,C. Poussielgue (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k58068684
vie de saint,"Vie de saint Vidian,... Par Melchior Jammes,...","Jammes, Melchior (Abbé). Auteur du texte",Appartient à l’ensemble documentaire : MidiPyren1,1840,"Vidian, Saint",Bon et Privat (Toulouse),https://gallica.bnf.fr/ark:/12148/bpt6k6328530t
vie de saint,"L'apôtre de la charité : vie de saint Vincent de Paul, d'après sa Vie par Collet",,Avec mode texte,1858,Vincent de Paul (1581-1660 ; saint),(Lille),https://gallica.bnf.fr/ark:/12148/bpt6k6307322q
vie de saint,"L'illustre bienfaiteur chrétien, ou Vie de saint Vincent de Paul,... (Édition revue avec soin) / par M. l'abbé F***",Abbé F***. Auteur du texte,Appartient à l’ensemble documentaire : Limous1,1866,Vincent de Paul (1581-1660 ; saint),(Limoges),https://gallica.bnf.fr/ark:/12148/bpt6k6323971k
vie de saint,Petite vie de saint Antoine de Padoue / par l'abbé A. F.,,Contient une table des matières,1886,Antoine de Padoue (1195?-1231 ; saint),(Tours),https://gallica.bnf.fr/ark:/12148/bpt6k6222309m
vie de saint,"Vie de saint Vincent de Paul, instituteur de la Congrégation de la Mission et des filles de la Charité",,Appartient à l’ensemble documentaire : Limous1,1860,Vincent de Paul (1581-1660 ; saint),(Limoges),https://gallica.bnf.fr/ark:/12148/bpt6k6316133s
vie de saint,"Vie de saint François de Sales,... par M. le curé de Saint-Sulpice [A.-J.-M. Hamon]","Hamon, André Jean Marie (1795-1874). Auteur du texte",Contient une table des matières,1855,"Sales, François de",(Paris),https://gallica.bnf.fr/ark:/12148/bpt6k5787788t
vie de saint,Vie de saint Vincent de Paul / par René Muller,"Muller, René (18..-18.. ; romancier). Auteur du texte",Collection : Bibliothèque morale de la jeunesse,1856,"Vincent de Paul, Saint",Mégard (Rouen),https://gallica.bnf.fr/ark:/12148/bpt6k63196269
vie de saint,"Vie de saint François d'Assise fondateur de l'Ordre séraphique (1182-1226) (Nouvelle édition) / par l'abbé Berthaumier ; revue et complétée par le T. R. P. Raphaël,...","Berthaumier, Louis (1819-1870). Auteur du texte",Avec mode texte,1888,,A. Mame (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k872221j
vie de saint,"Vie de saint Louis de Gonzague : prince du Saint-Empire, religieux de la Compagnie de Jésus / par Mme la comtesse de Châtenay","Châtenay, Louise de Montbland d'Ingelmunster, Ctesse de. Auteur du texte",Collection : Bibliothèque édifiante,1890,,A. Cattier (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k872205c
vie de saint,Vie de saint Martin illustrée / René des Chesnais,"Des Chesnais, René. Auteur du texte",Appartient à l’ensemble documentaire : Centre1,1897,Martin (0316?-0397 ; saint),L. Dubois (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k840032c
vie de saint,"Vie de sainte Catherine d'Alexandrie,... / par M. l'abbé Eudes","Eudes, Abbé. Auteur du texte",Avec mode texte,1898,,A. Cattier (Tours),https://gallica.bnf.fr/ark:/12148/bpt6k1194813h
vie de saint,"Un ami du peuple ou Vie de Saint-Jean-Baptiste de Rossi, chanoine de la basilique collégiale de Sainte-Marie in Cosmedin à Rome / par un religieux dominicain","Religieux dominicain, Un. Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1901,,impr. du Vatican (Rome),https://gallica.bnf.fr/ark:/12148/bpt6k876637h
vie de saint,"La Vie de saint François de Paule, fondateur de l'ordre des Minimes... par le P. François Giry,...","Giry, François (1635-1688). Auteur du texte",Avec mode texte,1681,,F. Le Cointe (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k8712446k
vie de saint,"Vie de Saint Vincent, diacre et martyr, patron des vignerons / publiée avec l'approbation de S. Em. le cardinal Gousset,...",,Appartient à l’ensemble documentaire : ChArdenn1,1866,,Matot-Braine (Reims),https://gallica.bnf.fr/ark:/12148/bpt6k6210640j
vie de saint,"Vie de saint Louis Bertrand, de l'ordre des Frères prêcheurs, apôtre de la Nouvelle Grenade / R. P. B. Wilberforce,... ; traduite de l'anglais... par le R.P. J.-D. Folghera,...","Wilberforce, Bertrand. Auteur du texte",Contient une table des matières,1904,Louis Bertrand (1526-1581 ; saint),(Paris),https://gallica.bnf.fr/ark:/12148/bpt6k5812851w
vie de saint,"Histoire de saint Arnoul, évêque de Metz et premier ministre d'Austrasie sous Clotaire-le-Grand et Dagobert-le-Grand ; Vie de saint Clodulphe, fils du précédent et évêque de Metz : récit de sa translation et de ses miracles / traduit d'un manuscrit inédit, par M. l'abbé Bégel,...",,Appartient à l’ensemble documentaire : Lorr1,1874,Arnoul (058.-064. ; saint),(Bar-le-Duc),https://gallica.bnf.fr/ark:/12148/bpt6k6458419h
vie de saint,"Histoire de saint Arnoul, évêque de Metz et premier ministre d'Austrasie sous Clotaire-le-Grand et Dagobert-le-Grand ; Vie de saint Clodulphe, fils du précédent et évêque de Metz : récit de sa translation et de ses miracles / traduit d'un manuscrit inédit, par M. l'abbé Bégel,...",,Appartient à l’ensemble documentaire : Lorr1,1874,Arnoul (058.-064. ; saint),(Bar-le-Duc),https://gallica.bnf.fr/ark:/12148/bpt6k6458419h
vie de saint,"Vie de saint Lautein, abbé de Silèze ; par M. l'abbé T*** (Tissier), curé de St-Lautein","Tissier, Victor (Abbé). Auteur du texte",Avec mode texte,1848,"Lautein, Saint",impr. de A. Javel (Arbois),https://gallica.bnf.fr/ark:/12148/bpt6k5623267s
vie de saint,"La Vie de saint Méen, abbé...",,Avec mode texte,1842,"Méen, Saint",Lapie (Vouziers),https://gallica.bnf.fr/ark:/12148/bpt6k57810199
vie de saint,"Vie de sainte Rose de Lima, vierge, du tiers-ordre de Saint-Dominique / traduite sur le texte latin du P. Hansen... ; par Mlle Évelina de Tressan","Hansen, Léonard (1603?-1685). Auteur du texte",Appartient à l’ensemble documentaire : CentSev001,1866,Rosa de Lima (1586-1617 ; sainte),impr. de A. Cochet (Meaux),https://gallica.bnf.fr/ark:/12148/bpt6k62113254
vie de saint,"Vie de Sainte Rose de Sainte Marie vierge du tiers ordre de S. Dominique native de Lima, dans le Pérou : suivie de la description des fêtes qu'on fit à Rome, pour sa béatification, et de la pompe que l'on déploya dans l'église de Saint Pierre à ce sujet",,Appartient à l’ensemble documentaire : PACA1,1835,,Aubanel (Avignon),https://gallica.bnf.fr/ark:/12148/bpt6k62273399
vie de saint,"Vie de saint Vincent de Paul,... (Nouvelle édition) / par M. Collet,...","Collet, Pierre (1693-1770). Auteur du texte",Appartient à l’ensemble documentaire : PACA1,1820,,J.-A. Joly (Avignon),https://gallica.bnf.fr/ark:/12148/bpt6k6336862g
