keyword,title,creator,abstract,date,subject,publisher,id
bourgogne,Conjoncture hôtellerie. Juin 2015 : léger tassement de l'activité hôtelière par rapport à juin 2014,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Ovieve, Florent",2015,Hébergement touristique; Conjoncture économique; Tourisme; Fréquentation touristique; Nuitée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xpp61
bourgogne,"Production fourragère au 20 juillet 2019. En juillet 2019, la pousse des prairies permanentes se dégrade",Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Dausse, Hugues ; Viprey, Florent",2019,Climat; Prairies; Foin,SRISE Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z010s
bourgogne,"Histoire des ducs de Bourgogne de la race capétienne, avec des documents inédits et des pièces justificatives / par Ernest Petit,...","Petit, Ernest (1835-1918). Auteur du texte",Appartient à l’ensemble documentaire : Bourgogn1,1885-1905,"Bourgogne, Comtes et ducs de -- Histoire",Lechevalier (Paris),https://gallica.bnf.fr/ark:/12148/bpt6k15050762
bourgogne,Repli de la fréquentation hôtelière française en Bourgogne-Franche-Comté au 3e trimestre 2018,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Ovieve, Florent",2018,Hôtels; Tourisme; Fréquentation touristique,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9hsj
bourgogne,"Recensement agricole 2010. Les signes officiels de qualité en Bourgogne : hors viticulture, prépondérance des signes de qualité en élevage",Bourgogne. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Viatte, Nadine",2014,Produits agricoles; Exploitations agricoles; Qualité des produits; Production animale,SRISE Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xpjkk
bourgogne,Les achats et ventes de produits phytopharmaceutiques en Bourgogne-Franche-Comté,Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Gallien, Benoît ; Froissart, Pierre ; Seguin, Eric",2019,Animaux et plantes nuisibles -- Lutte contre; Façons culturales; Pratique culturale,SRISE Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z00v3
bourgogne,Tableaux de l'économie bourguignonne : édition 2003,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,Appartient à l’ensemble documentaire : BnSP000,2003,Études régionales; Analyse régionalisée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xmwrv
bourgogne,"Au troisième trimestre 2013, le rebond de l'intérim limite la baisse de l'emploi salarié en Bourgogne",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Vigneau, Stéphane",2014,Indicateurs économiques; Études régionales; Analyse régionalisée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06wdnc0
bourgogne,Le tertiaire en Bourgogne : 9 secteurs en développement,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Espinasse, Lionel",1998,Services; Travailleurs,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zhb8g
bourgogne,"Avant l'été, la fréquentation des hôtels se rapproche de son niveau d'avant-crise / Insee (Bourgogne-Franche-Comté)",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Biancucci, Frédéric",2022,Études régionales; Hébergement touristique; Tourisme -- Aspect économique,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p07dtnxn
bourgogne,L'emploi s'oriente à la hausse au 3ᵉ trimestre 2022 / Insee (Bourgogne-Franche-Comté),Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,Appartient à l’ensemble documentaire : BnSP000,2023,Études régionales; Emploi; Économie politique,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p089rkv8
bourgogne,Analyse des terres agricoles déclarées entre 2008 et 2013,Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Boudon, Françoise",2017,"Sol, Utilisation agricole du; Utilisation du sol; Schémas de cohérence territoriale; Sol artificialisé",SRISE Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xzzmv
bourgogne,Etat des lieux de la filière forêt-bois en Bourgogne,Bourgogne. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Viatte, Nadine",2015,Forêts; Bois; Produits forestiers -- Industrie et commerce; Industrie du bois et du papier,SRISE Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xpp30
bourgogne,L'agriculture en Bourgogne,Bourgogne. Service régional de l'information statistique et économique. Auteur du texte,Appartient à l’ensemble documentaire : BnSP000,2013,Produits agricoles; Industries agroalimentaires; Exploitations agricoles,SRISE Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xpq39
bourgogne,"Bourgogne-Franche-Comté : Situation géographique et économie industrielle, des atouts à valoriser",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Charton, Christine",2018,Études régionales; Analyse régionalisée,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p070n4hk
bourgogne,"Enquête terres labourables : des rendements 2022 en baisse, en lien avec la sécheresse / SSM Agriculture (Bourgogne Franche-Comté)",Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Seguin, Eric",2023,Cultures -- Rendements; Temps (météorologie); Céréales,Srise Bourgogne-Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p08ddf3d
bourgogne,Les comptes de l'agriculture bourguignonne en 2014. La progression du résultat masque de profondes disparités,Bourgogne. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Barralis, Laurent",2015,Comptabilité nationale -- Agriculture; Prix agricoles; Revenus agricoles,SRISE Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xpn10
bourgogne,Saison 2004 dans les campings : moins de campeurs après deux bonnes années,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Noblot, Martine",2005,Camping; Tourisme; Fréquentation touristique,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xrxf5
bourgogne,"Saison 2000 dans les campings : le camping, un mode de vacances qui s'émousse",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Noblot, Martine",2001,Camping; Tourisme; Fréquentation touristique,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xs2db
bourgogne,"Durant l'été, la fréquentation des hôtels dépasse pour la première fois son niveau d'avant-crise / Insee (Bourgogne-Franche-Comté)",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Biancucci, Frédéric",2022,Études régionales; Tourisme -- Aspect économique; Hébergement touristique,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p07pw7gx
bourgogne,"Toujours des inégalités, mais des femmes de plus en plus en emploi",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Simon, Marie-Laure ; Brion, David",2021,Travail des femmes,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9m0j
bourgogne,L'année 2008 en Bourgogne : deux semestres très différents pour une année difficile,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Détroit, Annick ; Barralis, Laurent ; Léger, Marie ; Bouriez, Mélanie ; Leseur, Benoît ; Vigneau, Stéphane ; Génix, Danielle ; Jacotot, Matthieu ; Roumier, Claude ; Ricci, Hervé ; Adrover, Stéphane ; Katzer, Nicole ; Montandon, Jacques ; Bouvet, Sandra",2009,Indicateurs économiques; Études régionales; Analyse régionalisée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xmwp5
bourgogne,Des femmes de plus en plus qualifiées dans les professions numériques / Insee (Bourgogne-Franche-Comté),Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Branche-Seigeot, Aline",2023,Études régionales; Travail des femmes,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p08b4fv9
bourgogne,"En Bourgogne-Franche-Comté, la fréquentation hôtelière est quasi stable au 3e trimestre 2019",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Tribout, Xavier",2019,Hôtels; Tourisme; Fréquentation touristique,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9jpt
bourgogne,"La fertilisation minérale azotée en Bourgogne en 2010-2011, baisse des apports sur blé",Bourgogne. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Bruley, Samuel",2013,Engrais et amendements; Engrais azotés; Zones de cultures; Amendement des sols; Surface cultivée,SRISE Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xppx8
bourgogne,"Au 1er trimestre 2019, la fréquentation hôtelière est en baisse en Bourgogne-Franche-Comté",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Ovieve, Florent",2019,Hôtels; Tourisme; Fréquentation touristique,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9j49
bourgogne,40 % des locataires du parc social vivent sous le seuil de pauvreté dans le Doubs / Insee (Bourgogne-Franche-Comté),Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Logeais, Caroline ; Brion, David",2024,Logement social; Locataires; Pauvres -- Logement,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p08vdpqx
bourgogne,Plus d'un jeune sur deux vit dans le rural malgré des départs à 18 ans,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Bordet-Gaudin, Régine ; Bourgain, Nicolas",2022,Population rurale; Jeunesse,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p079mxr1
bourgogne,Légère remontée du chômage au 2ème trimestre 2022 / Insee (Bourgogne-Franche-Comté),Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Pialle, Marie-France",2022,Études régionales; Chômage,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p07g6f31
bourgogne,Saison 2005 dans les campings : nette hausse de la fréquentation,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Noblot, Martine",2006,Camping; Tourisme; Fréquentation touristique,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xrws9
bourgogne,"En 10 ans, le nombre de Bourguignons vivant dans une unité urbaine a baissé",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Ribault, Alain ; Charton, Christine",2011,Urbanisation; Citadins,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zhhg3
bourgogne,Les chiffres du lait en 2016,Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,Appartient à l’ensemble documentaire : BnSP000,2018,Industrie laitière; Produits laitiers; Production laitière,SRISE Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xzxqk
bourgogne,L'emploi se stabilise à un niveau élevé au 2<exposant>e</exposant> trimestre 2023 / Insee (Bourgogne-Franche-Comté),Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,Appartient à l’ensemble documentaire : BnSP000,2023,Emploi; Marché du travail; Études régionales,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p08nb91m
bourgogne,"426 000 licences sportives, la plupart liées à des fédérations olympiques / Insee (Bourgogne-Franche-Comté)",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Bourgain, Nicolas ; Maneyrol, Clément",2024,Sportifs; Sports; Études régionales,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p091nqg5
bourgogne,"Côte d'Or, développement des grandes surfaces, déclin des commerces traditionnels",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Quénelle, Denis",2001,Grandes surfaces (commerce); Commerce,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xj8np
bourgogne,L'agroalimentaire en Bourgogne - Franche-Comté,Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Viatte, Nadine",2017,Industries agroalimentaires; Commerce extérieur; Emploi,SRISE Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z01f8
bourgogne,Fréquentation hôtelière en légère baisse en Bourgogne-Franche-Comté au 2e trimestre 2018,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Ovieve, Florent",2018,Hôtels; Tourisme; Fréquentation touristique,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9gqj
bourgogne,Tableaux de l'économie bourguignonne,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte; Observatoire économique (Bourgogne). Auteur du texte,Variante(s) de titre : T.E.B. Tableaux de l'économie bourguignonne,1980,,"Institut national de la statistique et des études économiques, Direction régionale (Dijon)",https://gallica.bnf.fr/ark:/12148/cb34398304f/date
bourgogne,Le rugby : un regroupement de 12 200 licenciés dans 90 clubs / Insee (Bourgogne-Franche-Comté),Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Biancucci, Frédéric",2023,Rugby; Sportifs,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p08j720j
bourgogne,"L'agriculture côte-d'orienne, hier et aujourd'hui",Bourgogne. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Viatte, Nadine",2015,Produits agricoles; Agriculture; Zones de cultures; Surface cultivée,SRISE Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xpppv
bourgogne,Salaires en Bourgogne : entre 63 000 F et 162 000 F par an dans huit cas sur dix,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Berthier, Chantal",1997,Disparités des salaires,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zhb9t
bourgogne,Conjoncture hôtellerie. Février - mars 2015 : l'hôtellerie bourguignonne soutenue par les touristes chinois,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Ricci, Hervé",2015,Hébergement touristique; Conjoncture économique; Tourisme; Fréquentation touristique; Nuitée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xph0d
bourgogne,"En août 2019, le déficit de la production cumulée des prairies s'accentue",Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Viprey, Florent",2019,Produits agricoles; Prairies,SRISE Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z00sd
bourgogne,Résidences secondaires : une maison à la campagne pour les Franciliens et les résidents de la région,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Bordet-Gaudin, Régine ; Biancucci, Frédéric",2021,Résidences secondaires,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p070n61c
bourgogne,La Bourgogne d'ici 2030 : 9 300 personnes âgées dépendantes supplémentaires,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Brion, David ; Gray, Philippe",2015,Personnes âgées; Prévision démographique; Équipements sanitaires; Etablissement de soins,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xm61d
bourgogne,L'année 2006 en Bourgogne : un bilan positif,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Loones, Fabrice ; Bondoux, Karine ; Katzer, Nicole ; Adrover, Stéphane ; Leseur, Benoît ; Roumier, Claude ; Couturier, Emilie ; Bouriez, Mélanie ; Charton, Christine ; Leseur, Benoît ; Krattinger, Joël ; Lix, Pascale ; Bouvet, Sandra",2007,Études régionales; Situation économique d'ensemble,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xmz0w
bourgogne,Conjoncture hôtelière au 3e trimestre 2017 : fréquentation en hausse,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Ovieve, Florent",2017,Hôtels; Hébergement touristique; Tourisme; Clientèle étrangère; Fréquentation touristique; Nuitée,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9g3b
bourgogne,Le tourisme en Bourgogne représente 28 300 emplois,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Léger, Marie ; Lecrenais, Christine ; Ribault, Alain",2015,Tourisme -- Aspect économique; Services; Emploi,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xm602
bourgogne,L'élevage bovin allaitant : une production prédominante en Bourgogne-Franche-Comté / SSM Agriculture (Bourgogne Franche-Comté),Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : De Boutray, Jean-Baptiste",2023,Viande; Élevage; Exploitations agricoles,Srise Bourgogne-Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p08d91b8
bourgogne,Quatrième trimestre 2014 : rebond de l'emploi en Bourgogne,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Ribault, Alain",2015,Indicateurs économiques; Études régionales; Analyse régionalisée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06wg8ft
bourgogne,Les sports olympiques attirent des jeunes licenciés / Insee (Bourgogne-Franche-Comté),Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Brion, David ; Léger, Marie",2023,Sports; Fédérations sportives; Études régionales,Insee (Paris),https://gallica.bnf.fr/ark:/12148/bc6p08bh8hb
bourgogne,"Des oléoprotagineux solidement implantés en Bourgogne-Franche-Comté, malgré les difficultés / SSM Agriculture (Bourgogne Franche-Comté)",Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Barralis, Laurent",2023,Oléoprotéagineux; Oléoprotéagineux; Oléoprotéagineux,Srise Bourgogne-Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p08fhhrn
bourgogne,Les logements vacants toujours plus nombreux occupent 10 % du parc,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Tribout, Xavier ; Ville, Hélène",2018,Habitations vacantes,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9gmh
bourgogne,Portrait des zones d'emploi bourguignonnes,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Clerc, Elodie ; Gaborieau, Jocelyne ; Rossignol, Philippe ; Silactchom, Céline",2013,Études régionales; Analyse régionalisée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xn563
bourgogne,Les aires d'attraction des villes en Bourgogne-Franche-Comté : des aires de petite taille et peu dynamiques démographiquement,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Ville, Hélène ; Desnoyers, Caroline",2020,,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9kc1
bourgogne,"L'emploi salarié lié au tourisme en Bourgogne : de 3,5% à 4,4% des salariés suivant la saison",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Bordet, Régine",1998,Saisonniers; Tourisme,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zh9z2
bourgogne,Activités des exploitations forestières et des scieries en 2022 : baisse de la récolte après une année record / SSM Agriculture (Bourgogne Franche-Comté),Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Lebeau, Yves",2024,Exploitation forestière; Scieries; Cultures -- Rendements,Srise Bourgogne-Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p091jmz7
bourgogne,Chômage en Bourgogne-Franche-Comté : Nette amélioration au dernier trimestre 2019 avant la crise sanitaire,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Biancucci, Frédéric",2020,Chômage,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zn64z
bourgogne,La maternité à 40 ans ou plus en Bourgogne,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Quénelle, Denis",2000,Fécondité,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zhhw7
bourgogne,Conjoncture hôtellerie. Décembre 2014 - janvier 2015 : l'hôtellerie bourguignonne commence bien la saison hivernale,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Ricci, Hervé",2015,Hébergement touristique; Conjoncture économique; Tourisme; Fréquentation touristique; Nuitée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xpkd5
bourgogne,Les comptes de l'agriculture bourguignonne : un recul marqué du résultat économique,Bourgogne. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Barralis, Laurent",2014,Comptabilité nationale -- Agriculture; Exploitations agricoles; Revenus agricoles; Orientation technico-économique des exploitations,SRISE Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xppzm
bourgogne,La filière caprine,Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Malet, Laurence",2017,Animaux domestiques; Filières industrielles; Caprinés,SRISE Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xzzn6
bourgogne,La fréquentation hôtelière est en légère baisse en Bourgogne-Franche-Comté au 2e trimestre 2019,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Ovieve, Florent",2019,Hôtels; Tourisme; Fréquentation touristique,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9j5n
bourgogne,La fonction publique d'Etat en Bourgogne : 8 % de l'emploi de la région,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Vigneau, Stéphane ; Charton, Christine",2014,Salariat; Fonction publique; Emploi salarié; Fonction publique d'Etat,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zhkwv
bourgogne,Plus de 8 000 équipements sportifs en Bourgogne,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Bondoux, Karine ; Le Corre, Jacques ; Hilal, Mohamed",2004,Équipements sportifs,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zhf72
bourgogne,La mobilité géographique des établissements : des transferts de proximité,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Espinasse, Lionel",1999,Établissements; Distribution géographique,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zhhdd
bourgogne,Baisse des effectifs de la fonction publique en Bourgogne-Franche-Comté entre 2013 et 2016,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Rossignol, Philippe ; Pilarski, Charles",2018,Fonctionnaires,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9hr6
bourgogne,Deuxième trimestre 2013 : l'emploi bourguignon toujours dans l'impasse,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Vigneau, Stéphane",2013,Indicateurs économiques; Études régionales; Analyse régionalisée,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06wdndb
bourgogne,Saison 2008 : la clientèle française redonne des couleurs au camping en Bourgogne,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Morel-Chevillet, Robert ; Violet, Michel",2009,Camping; Clientèle,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06xs2qf
bourgogne,L'artisanat recrute,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne). Auteur du texte,"Comprend : Autres auteurs : Leduc, Odile",2001,Entreprises; Création d'emplois; Artisanat,Insee Bourgogne (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06zhgjg
bourgogne,Bon niveau de fréquentation hôtelière en Bourgogne-Franche-Comté au 1er trimestre 2018,Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Ovieve, Florent",2018,Hôtels; Tourisme; Fréquentation touristique,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9j3z
bourgogne,Analyse de l'activité d'abattage dynamique en Bourgogne - Franche-Comté. Une activité d'abattage dynamique en Bourgogne - Franche-Comté,Bourgogne Franche-Comté. Service régional de l'information statistique et économique. Auteur du texte,"Comprend : Autres auteurs : Malet, Laurence ; Zeller, Yves",2019,Bovins; Animaux -- Industrie et commerce; Bétail -- Abattage (élevage); Production animale,SRISE Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z00qq
bourgogne,"Chômage en Bourgogne-Franche-Comté. Au 3e trimestre 2020, le taux de chômage rebondit fortement",Institut national de la statistique et des études économiques (France). Direction régionale (Bourgogne-Franche-Comté). Auteur du texte,"Comprend : Autres auteurs : Logeais, Caroline",2021,Chômage,Insee Bourgogne - Franche-Comté (Paris),https://gallica.bnf.fr/ark:/12148/bc6p06z9kns
